  @queenbee	NIL647
Bordeaux	http://dbpedia.org/resource/Bordeaux
Boris	http://dbpedia.org/resource/Boris_Johnson
Boris johnson	http://dbpedia.org/resource/Boris_Johnson
Borno State	http://dbpedia.org/resource/Borno_State
Borussia Dortmund	http://dbpedia.org/resource/Borussia_Dortmund
Boston	http://dbpedia.org/resource/Boston
Boston Marathon	http://dbpedia.org/resource/Boston_Marathon
Botox	http://dbpedia.org/resource/Botulinum_toxin
Boucherville	http://dbpedia.org/resource/Boucherville
Boulder	http://dbpedia.org/resource/Boulder,_Colorado
BoulderFlood	NIL6
Boundary Road	NIL25
Bowling	http://dbpedia.org/resource/Bowling
Bowyer	http://dbpedia.org/resource/Clint_Bowyer
Boy George	http://dbpedia.org/resource/Boy_George
BoyFacts	NIL268
BoyGeorge	http://dbpedia.org/resource/Boy_George
Brackley	http://dbpedia.org/resource/Brackley
BradMcCarty	NIL73
BradleyGardine7	NIL211
Brain ache	http://dbpedia.org/resource/Headache
Brandone Moore	http://dbpedia.org/resource/Brandon_Moore_(guard)
Braves	http://dbpedia.org/resource/Atlanta_Braves
Brazil	http://dbpedia.org/resource/Brazil
Brazilian	http://dbpedia.org/resource/Brazilian_people
Brazilian Jiu jitsu	http://dbpedia.org/resource/Brazilian_jiu-jitsu
Brazilians	http://dbpedia.org/resource/Brazilian_people
Breaking News	http://dbpedia.org/resource/Breaking_news
BreakingNews	http://dbpedia.org/resource/Breaking_news
Breen	NIL26
Brees	NIL74
Breivik	http://dbpedia.org/resource/Anders_Behring_Breivik
Brenny_D	NIL212
Brevard	http://dbpedia.org/resource/Brevard_County,_Florida
Brewers	http://dbpedia.org/resource/Milwaukee_Brewers
Brick Squad Monopoly	http://dbpedia.org/resource/1017_Brick_Squad_Records
Bristol	http://dbpedia.org/resource/Bristol
Brit	NIL75
Brit	http://dbpedia.org/resource/British_people
Britain	http://dbpedia.org/resource/Great_Britain
Britain	http://dbpedia.org/resource/Kingdom_of_Great_Britain
Britain	http://dbpedia.org/resource/United_Kingdom
Britains	http://dbpedia.org/resource/Great_Britain
Britannia Stadium	http://dbpedia.org/resource/Britannia_Stadium
British	http://dbpedia.org/resource/British_people
British	http://dbpedia.org/resource/United_Kingdom
British Gas	http://dbpedia.org/resource/British_Gas_plc
British Muslim	http://dbpedia.org/resource/Islam_in_the_United_Kingdom
British_Airways	http://dbpedia.org/resource/British_Airways
Britney	http://dbpedia.org/resource/Britney_Spears
Britons	http://dbpedia.org/resource/British_people
Brits	http://dbpedia.org/resource/British_people
Brixton	http://dbpedia.org/resource/Brixton
Broadway	http://dbpedia.org/resource/Broadway_theatre
Broderick Bunkley	http://dbpedia.org/resource/Brodrick_Bunkley
Bromwich	http://dbpedia.org/resource/West_Bromwich
Brooklyn	http://dbpedia.org/resource/Brooklyn
Brooks	http://dbpedia.org/resource/Rebekah_Brooks
BrophyJed	NIL215
Brown	http://dbpedia.org/resource/Cleveland_Browns
Brown County	http://dbpedia.org/resource/Brown_County,_Ohio
Browns	NIL16
Browns	http://dbpedia.org/resource/Cleveland_Browns
Bruce Grobbelaar	http://dbpedia.org/resource/Bruce_Grobbelaar
Bruce Willis	http://dbpedia.org/resource/Bruce_Willis
BruceKarin	NIL216
Brunnell	http://dbpedia.org/resource/Mark_Brunell
Bruno Mars	http://dbpedia.org/resource/Bruno_Mars
Brussels	http://dbpedia.org/resource/Brussels
Bruv	NIL96
Bryan Ruiz	http://dbpedia.org/resource/Bryan_Ruiz
Btitish Airways	http://dbpedia.org/resource/British_Airways
BubbaSmith	http://dbpedia.org/resource/Bubba_Smith
Bublé	http://dbpedia.org/resource/Michael_Bublé
Buccaneers	http://dbpedia.org/resource/Tampa_Bay_Buccaneers
Buckingham Road	NIL27
Buckinghamshire	http://dbpedia.org/resource/Buckinghamshire
Bucksfire	http://dbpedia.org/resource/Buckinghamshire_Fire_and_Rescue_Service
Budapest	http://dbpedia.org/resource/Budapest
Buddha	http://dbpedia.org/resource/Gautama_Buddha
Buffalo	http://dbpedia.org/resource/Buffalo,_New_York
Buffalo Bills	http://dbpedia.org/resource/Buffalo_Bills
Bundy	http://dbpedia.org/resource/Ted_Bundy
BungaMaharani	NIL78
Bureau of Ocean En	http://dbpedia.org/resource/Bureau_of_Ocean_Energy_Management,_Regulation_and_Enforcement
Burgan Bank	http://dbpedia.org/resource/Burgan_Bank
Bury_Farm	NIL18
Bush	http://dbpedia.org/resource/Reggie_Bush
Buzz	http://dbpedia.org/resource/Buzz_Lightyear
ByGeorgeA	NIL219
ByronHamburgers	NIL19
ByronHamburgers	http://dbpedia.org/resource/Byron_Hamburgers
C Pace	http://dbpedia.org/resource/Calvin_Pace
C63 AMG	http://dbpedia.org/resource/Mercedes-Benz_C-Class
CAIRNational	NIL846
CBA	http://dbpedia.org/resource/2011_NFL_lockout
CBS	http://dbpedia.org/resource/CBS
CBS 21 News	http://dbpedia.org/resource/WHP-TV
CBS News	http://dbpedia.org/resource/CBS_News
CBSNews	http://dbpedia.org/resource/CBS_News
CBSThisMorning	http://dbpedia.org/resource/CBS_This_Morning
CCBL	http://dbpedia.org/resource/Cape_Cod_Baseball_League
CCTV	http://dbpedia.org/resource/Closed-circuit_television
CCfunkandsoul	http://dbpedia.org/resource/Craig_Charles
CFC	http://dbpedia.org/resource/Chelsea_F.C.
CHARLESTON	http://dbpedia.org/resource/Charleston,_South_Carolina
CHARLOTTE PK	NIL30
CHARLOTTE, N.C.	http://dbpedia.org/resource/Charlotte,_North_Carolina
CHICAGO	http://dbpedia.org/resource/Chicago
CHOP	NIL10002
CHRISTMAS	http://dbpedia.org/resource/Christmas
CHlLDHOODRUINER	NIL855
CIA	http://dbpedia.org/resource/Central_Intelligence_Agency
CIO	http://dbpedia.org/resource/Chief_information_officer
CJoyAnthony	NIL101
CL	http://dbpedia.org/resource/UEFA_Champions_League
CM Punk	http://dbpedia.org/resource/CM_Punk
CMK rail station	http://dbpedia.org/resource/Milton_Keynes_Central_railway_station
CMPunk	http://dbpedia.org/resource/CM_Punk
CMS	NIL38
CNBC	http://dbpedia.org/resource/CNBC
CNBC-TV18	http://dbpedia.org/resource/CNBC-TV18
CNBCbrk	NIL269
CNET	http://dbpedia.org/resource/CNET
CNN	http://dbpedia.org/resource/CNN
COFlooding	NIL8
COREY HART	http://dbpedia.org/resource/Corey_Hart_(baseball)
COURT	http://dbpedia.org/resource/Federal_judiciary_of_the_United_States
CP24	http://dbpedia.org/resource/CP24
CRAVE	NIL28
CSI	http://dbpedia.org/resource/CSI:_Crime_Scene_Investigation
CSLEWIS	http://dbpedia.org/resource/C._S._Lewis
CSLewis	http://dbpedia.org/resource/C._S._Lewis
CSmilliexo	NIL106
CSmilliexo	NIL263
CU	http://dbpedia.org/resource/University_of_Colorado_Boulder
CUBoulder	http://dbpedia.org/resource/University_of_Colorado_Boulder
CUBoulderPolice	NIL77
CX	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Championships
CXHairs	NIL863
CXHelen	http://dbpedia.org/resource/Helen_Wyman
CYBEX	http://dbpedia.org/resource/Cybex_International
C_Wright_96	NIL220
Cabinet	http://dbpedia.org/resource/Cabinet_(government)
Cairns	http://dbpedia.org/resource/Cairns
Cairo	http://dbpedia.org/resource/Cairo
Caitlin	NIL80
CajonPass	http://dbpedia.org/resource/Cajon_Pass
Caldecotte	NIL28
California	http://dbpedia.org/resource/California
Callie	NIL221
CallumRead24	NIL222
CalumBest	NIL223
Cam Newton	http://dbpedia.org/resource/Cam_Newton
Cambodia	http://dbpedia.org/resource/Cambodia
Cambridgeshire	http://dbpedia.org/resource/Cambridgeshire
Camden	http://dbpedia.org/resource/Camden,_New_Jersey
Cameron	http://dbpedia.org/resource/David_Cameron
Camilla	NIL225
Camlough	http://dbpedia.org/resource/Camlough
Campanile	NIL29
Campbell	NIL226
Campbell	NIL81
Campbell	http://dbpedia.org/resource/Joel_Campbell
Campbell Park	http://dbpedia.org/resource/Campbell_Park
Canada	http://dbpedia.org/resource/Canada
Cancer	http://dbpedia.org/resource/Cancer
Cancer	http://dbpedia.org/resource/Cancer_(astrology)
CancerNation	NIL27
Cancers	http://dbpedia.org/resource/Cancer_(astrology)
Candy Spelling	http://dbpedia.org/resource/Candy_Spelling
CandyDCM	NIL847
Canmore	http://dbpedia.org/resource/Canmore,_Alberta
Canon Rebel	http://dbpedia.org/resource/Canon_EOS
Canon Rebel EOS	http://dbpedia.org/resource/Canon_EOS
Cantor	http://dbpedia.org/resource/Eric_Cantor
Canucks	http://dbpedia.org/resource/Vancouver_Canucks
Capgemini	http://dbpedia.org/resource/Capgemini
Capitol	http://dbpedia.org/resource/United_States_Capitol
Capricorn	http://dbpedia.org/resource/Capricorn_(astrology)
Capricorns	http://dbpedia.org/resource/Capricorn_(astrology)
CaptainCecil	NIL227
CardGary	NIL228
Cardiff	http://dbpedia.org/resource/Cardiff
CardiffCityFC	http://dbpedia.org/resource/Cardiff_City_F.C.
Cardinals	http://dbpedia.org/resource/Arizona_Cardinals
CareQualityComm	http://dbpedia.org/resource/Care_Quality_Commission
CarersUK	http://dbpedia.org/resource/Carers_UK
Cargill	http://dbpedia.org/resource/Cargill
Carl Icahn	http://dbpedia.org/resource/Carl_Icahn
Carlisle	http://dbpedia.org/resource/City_of_Carlisle
CarltonGray96	NIL229
Carmageddon	http://dbpedia.org/resource/Carmageddon
Caroline	NIL231
Caroline Lucas	http://dbpedia.org/resource/Caroline_Lucas
Carrie Grundy	NIL1
Cary	NIL232
Casey Anthony	NIL82
CaseyAnthony	NIL82
CaseyCuntAnthony	http://dbpedia.org/resource/Death_of_Caylee_Anthony
Casino Royale	http://dbpedia.org/resource/Casino_Royale_(novel)
CasualMind_	NIL848
CatStaggs	NIL233
Catch-22	http://dbpedia.org/resource/Catch-22
CaterhamF1	http://dbpedia.org/resource/Caterham_F1
Cathay Pacific	http://dbpedia.org/resource/Cathay_Pacific
Catherine the Great	http://dbpedia.org/resource/Catherine_the_Great
Catholic	http://dbpedia.org/resource/Catholicism
Catholics	http://dbpedia.org/resource/Catholicism
Caucasian	http://dbpedia.org/resource/Caucasian_race
Caucasus	http://dbpedia.org/resource/Caucasus
Caucus	http://dbpedia.org/resource/Caucus
Cazorla	http://dbpedia.org/resource/Santi_Cazorla
Celtic	http://dbpedia.org/resource/Celtic_F.C.
Celtics	http://dbpedia.org/resource/Boston_Celtics
Cena	http://dbpedia.org/resource/John_Cena
Central Milton Keynes	http://dbpedia.org/resource/Central_Milton_Keynes
Cesc	http://dbpedia.org/resource/Cesc_Fàbregas
Cesc Fabregas	http://dbpedia.org/resource/Cesc_Fàbregas
Chad Henne	http://dbpedia.org/resource/Chad_Henne
ChadMMurray	http://dbpedia.org/resource/Chad_Michael_Murray
Champions League	http://dbpedia.org/resource/UEFA_Champions_League
ChampionsLeague	http://dbpedia.org/resource/UEFA_Champions_League
Chandigarh	http://dbpedia.org/resource/Chandigarh
Chandler	NIL235
Chandler	http://dbpedia.org/resource/Chandler_Bing
Channel 2 Action News	http://dbpedia.org/resource/WSB-TV
Channel 4	http://dbpedia.org/resource/Channel_4
Channel 4 news	http://dbpedia.org/resource/Channel_4_News
Chapeltown	http://dbpedia.org/resource/Chapeltown,_Leeds
Charles 'Bubba' Smith	http://dbpedia.org/resource/Bubba_Smith
Charles N'zogbia	NIL10020
Charles de Gaulle airport	http://dbpedia.org/resource/Charles_de_Gaulle_Airport
Charles63Lisa	NIL239
CharlesTrippy	NIL85
Charleston	http://dbpedia.org/resource/Charleston,_South_Carolina
Charlie Bean	http://dbpedia.org/resource/Charlie_Bean
Charlie Pope	NIL241
Charlton	http://dbpedia.org/resource/Charlton
Charlton	http://dbpedia.org/resource/Charlton_Athletic_F.C.
Charlton Heston	http://dbpedia.org/resource/Charlton_Heston
Charnixxx	NIL86
Charz014	NIL243
Chase	http://dbpedia.org/resource/Chase_for_the_Sprint_Cup
ChasingJason	NIL87
Chatroulette	http://dbpedia.org/resource/Chatroulette
Chch quake	http://dbpedia.org/resource/2011_Christchurch_earthquake
Chechnya	http://dbpedia.org/resource/Chechnya
Chelsea	http://dbpedia.org/resource/Chelsea,_Manhattan
Chelsea	http://dbpedia.org/resource/Chelsea_F.C.
ChemistryVids	NIL852
CherLloyd	http://dbpedia.org/resource/Cher_Lloyd
Chester	http://dbpedia.org/resource/Chester
Chevron	http://dbpedia.org/resource/Chevron_Corporation
Chicago	http://dbpedia.org/resource/Chicago
Chicago	http://dbpedia.org/resource/Chicago_Cubs
Chicago	http://dbpedia.org/resource/Chicago_White_Sox
ChicagoBreaking	NIL853
Chileans	http://dbpedia.org/resource/Chilean_people
China	http://dbpedia.org/resource/China
China Southern Airlines	http://dbpedia.org/resource/China_Southern_Airlines
ChinaShopBull	NIL854
Chinese	http://dbpedia.org/resource/China
Chinese	http://dbpedia.org/resource/Chinese_people
Chinese	http://dbpedia.org/resource/Chinese_white_dolphin
ChingChing_HOEE	http://dbpedia.org/resource/Robert_Gallery
ChloeRuddock_	NIL245
Cholesterol	http://dbpedia.org/resource/Cholesterol
Chris	NIL247
Chris	http://dbpedia.org/resource/Chris_Griffin
Chris Brown	http://dbpedia.org/resource/Chris_Brown
Chris Martin	http://dbpedia.org/resource/Chris_Martin_(cricketer)
Chris O'Grady	http://dbpedia.org/resource/Chris_O'Grady
ChrisBrown	http://dbpedia.org/resource/Chris_Brown
ChrisBrownTODAY	http://dbpedia.org/resource/Chris_Brown
ChrisBryantMP	http://dbpedia.org/resource/Chris_Bryant
ChrisCEOHopson	NIL249
Christ	http://dbpedia.org/resource/Christ
Christia	http://dbpedia.org/resource/Christian
Christian	NIL89
Christian	http://dbpedia.org/resource/Christian
Christians	http://dbpedia.org/resource/Christian
Christie	http://dbpedia.org/resource/Chris_Christie
Christine Lagarde	http://dbpedia.org/resource/Christine_Lagarde
Christmas	http://dbpedia.org/resource/Christmas
Christmas Eve	http://dbpedia.org/resource/Christmas
Chuck Norris	http://dbpedia.org/resource/Chuck_Norris
ChuckNorriz	http://dbpedia.org/resource/Chuck_Norris
Ciderfan15	NIL856
Cincinnati	http://dbpedia.org/resource/Cincinnati_Airport
Cinderella	http://dbpedia.org/resource/Cinderella
Cindy_Lashes	NIL250
Cineworld	NIL20
Cineworld	http://dbpedia.org/resource/Cineworld
CintadanTeman	NIL90
Cisorium	NIL857
Cissokho	http://dbpedia.org/resource/Aly_Cissokho
Citizen	NIL91
City	http://dbpedia.org/resource/Bristol_City_F.C.
Civic Center	http://dbpedia.org/resource/Civic_center
Claire_journo	NIL252
Clapham	http://dbpedia.org/resource/Clapham
Clapham Junction	http://dbpedia.org/resource/Clapham_Junction_railway_station
Clarence Road	NIL15
Clarrie Grundy	NIL253
Claude	NIL254
ClaudiaWinkle	http://dbpedia.org/resource/Claudia_Winkleman
ClaysonMonyela	NIL255
Clayton	http://dbpedia.org/resource/Mark_Jermaine_Clayton
Clayton County	http://dbpedia.org/resource/Clayton_County,_Georgia
Clegg	http://dbpedia.org/resource/Nick_Clegg
Cleveland	http://dbpedia.org/resource/Cleveland
Cleveland Police	http://dbpedia.org/resource/Cleveland_Police
Clinton	http://dbpedia.org/resource/Clinton,_Indiana
Clinton	http://dbpedia.org/resource/Hillary_Rodham_Clinton
Clorox	http://dbpedia.org/resource/Clorox
Close to the Edge	http://dbpedia.org/resource/Close_to_the_Edge_(Yes_album)
Cloud Number 9	http://dbpedia.org/resource/Cloud_Number_Nine
Club	http://dbpedia.org/resource/Manchester_United_F.C.
Clydesdale Bank 40	http://dbpedia.org/resource/ECB_40
Cm punk	http://dbpedia.org/resource/CM_Punk
Co Mayo	http://dbpedia.org/resource/County_Mayo
Cobblers	http://dbpedia.org/resource/Northampton_Town_F.C.
Coca-Cola	http://dbpedia.org/resource/Coca-Cola
CodeWode	NIL859
Colchester	http://dbpedia.org/resource/Colchester
Colchester	http://dbpedia.org/resource/Colchester_United_F.C.
Colchester United	http://dbpedia.org/resource/Colchester_United_F.C.
Coldplay	http://dbpedia.org/resource/Coldplay
Colin Kaepernick	http://dbpedia.org/resource/Colin_Kaepernick
Cologne	http://dbpedia.org/resource/1._FC_Köln
Colorado	http://dbpedia.org/resource/Colorado
Colts	http://dbpedia.org/resource/Indianapolis_Colts
Columbo	NIL256
Columbus	http://dbpedia.org/resource/Columbus,_Ohio
Comcast-Spectacor	http://dbpedia.org/resource/Comcast_Spectacor
ComfortRay	NIL103
Comic-Con	http://dbpedia.org/resource/Central_Canada_Comic_Con
Commons	http://dbpedia.org/resource/House_of_Commons_of_the_United_Kingdom
Community Shield	http://dbpedia.org/resource/FA_Community_Shield
ComplexMag	NIL271
Conan O’Brien	NIL10016
Congo	http://dbpedia.org/resource/Democratic_Republic_of_the_Congo
Congress	http://dbpedia.org/resource/Congress
Congress	http://dbpedia.org/resource/United_States_Congress
Connor	http://dbpedia.org/resource/Sarah_Connor_(singer)
ConnorDarton	NIL257
Connor__Burton	NIL104
ConspiringWorld	NIL860
Copa America	http://dbpedia.org/resource/Copa_América
Copa AmÃ©rica	http://dbpedia.org/resource/Copa_América
Cops	http://dbpedia.org/resource/Police_officer
Cordero	http://dbpedia.org/resource/Francisco_Cordero
Corinthians	http://dbpedia.org/resource/Corinthian_F.C.
Corinthians	http://dbpedia.org/resource/Sport_Club_Corinthians_Paulista
CorleyCycles	NIL21
CorleyCycles	NIL75
Cornel West	http://dbpedia.org/resource/Cornel_West
Cornish	http://dbpedia.org/resource/Cornish_people
CornishPhotos1	NIL276
Cornwall	http://dbpedia.org/resource/Cornwall
CornwallHour	NIL277
Coronation Street	http://dbpedia.org/resource/Coronation_Street
Corporate barter exchanges	http://dbpedia.org/resource/Barter
Correa	http://dbpedia.org/resource/Rafael_Correa
Cory	NIL259
Costa	NIL260
Costa	http://dbpedia.org/resource/Costa_Coffee
Costa	http://dbpedia.org/resource/Diego_Costa
Costa Calida	http://dbpedia.org/resource/Costa_Cálida
CostaCoffee	http://dbpedia.org/resource/Costa_Coffee
Costco	http://dbpedia.org/resource/Costco
County Antrim	http://dbpedia.org/resource/County_Antrim
Coventry	http://dbpedia.org/resource/Coventry
Cowboys	http://dbpedia.org/resource/Dallas_Cowboys
CowshedDan	NIL261
CraftyBeer	NIL76
CranfieldUni	http://dbpedia.org/resource/Cranfield_University
Crewe	http://dbpedia.org/resource/Crewe
Crewe	http://dbpedia.org/resource/Crewe_Alexandra_F.C.
Crewe	http://dbpedia.org/resource/Crewe_railway_station
Crewe station	http://dbpedia.org/resource/Crewe_railway_station
CricketNSWBlues	http://dbpedia.org/resource/New_South_Wales_cricket_team
Cristiano	http://dbpedia.org/resource/Cristiano_Ronaldo
Croatian	http://dbpedia.org/resource/Croats
Croft	http://dbpedia.org/resource/Steven_Croft_(cricketer)
CrossleyCallum	NIL105
Crowdsourcing	NIL272
Croydon	http://dbpedia.org/resource/Croydon
Croydon Mosque	http://dbpedia.org/resource/Croydon_Mosque
Cuba	http://dbpedia.org/resource/Cuba
Cubs	http://dbpedia.org/resource/Chicago_Cubs
Curry	http://dbpedia.org/resource/Currys
CutPriceKate	NIL474
Cycling	http://dbpedia.org/resource/Cycling
Cyclo-cross World Cup	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Championships
Cyclocross	http://dbpedia.org/resource/Cyclo-cross
Cyclocross World Cup	http://dbpedia.org/resource/UCI_Cyclo-cross_World_Cup
D. McNabb	http://dbpedia.org/resource/Donovan_McNabb
D.B. Cooper	http://dbpedia.org/resource/D._B._Cooper
D.C.	http://dbpedia.org/resource/Washington,_D.C.
D.C. police	http://dbpedia.org/resource/Metropolitan_Police_Department_of_the_District_of_Columbia
D13Creative	NIL864
DAILY MAIL	http://dbpedia.org/resource/Daily_Mail
DARPA	http://dbpedia.org/resource/DARPA
DBerry1974	NIL291
DC	http://dbpedia.org/resource/Washington,_D.C
DC	http://dbpedia.org/resource/Washington,_D.C.
DC.	http://dbpedia.org/resource/Washington,_D.C.
DC101	NIL276
DCComics	http://dbpedia.org/resource/DC_Comics
DE Jarvis Moss	http://dbpedia.org/resource/Jarvis_Moss
DE Jason Babin	http://dbpedia.org/resource/Jason_Babin
DEA	http://dbpedia.org/resource/Drug_Enforcement_Administration
DESTIHLbrewery	NIL23
DEVisHot	http://dbpedia.org/resource/Dev_(singer)
DFW_ALERTS	NIL871
DJ	NIL102
DJRoscoeJnr	NIL299
DMV	NIL278
DMVFollowers	NIL279
DOLPH ZIGGLER	http://dbpedia.org/resource/Dolph_Ziggler
DOMA	http://dbpedia.org/resource/Defense_of_Marriage_Act
DR Cromatrie	http://dbpedia.org/resource/Dominique_Rodgers-Cromartie
DRC	http://dbpedia.org/resource/Democratic_Republic_of_the_Congo
DSU	http://dbpedia.org/resource/Delaware_State_University
DVBlindsLtd	NIL81
DVDs	http://dbpedia.org/resource/DVD
D_Houchens	NIL273
D_Mitten	NIL266
DaisyEmenike	NIL267
Dalai Lama	http://dbpedia.org/resource/14th_Dalai_Lama
Dalai Lama	http://dbpedia.org/resource/Dalai_Lama
Dale Carnegie	http://dbpedia.org/resource/Dale_Carnegie
Dallas	http://dbpedia.org/resource/Dallas
Damascus	http://dbpedia.org/resource/Damascus
Damien Wright	http://dbpedia.org/resource/Damien_Wright
DamnItsTrue	NIL274
Dan	NIL268
Dan Radcliffe	http://dbpedia.org/resource/Daniel_Radcliffe
Dan Rivers	http://dbpedia.org/resource/Dan_Rivers
Dana Ave	NIL16
Dana Gas	http://dbpedia.org/resource/Dana_Gas
Dania	NIL270
Daniel	http://dbpedia.org/resource/Daniel_Radcliffe
Daniel Radcliffe	http://dbpedia.org/resource/Daniel_Radcliffe
DanielHuwLewis	NIL271
DanielJBakerFan	NIL275
DanielPCarter	http://dbpedia.org/resource/Daniel_P._Carter
Danny	NIL272
DannyShawBBC	NIL273
Darfur	http://dbpedia.org/resource/Darfur
Dario	NIL275
Darlington	http://dbpedia.org/resource/Darlington,_Indiana
Darren Clarke	http://dbpedia.org/resource/Darren_Clarke
